罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,（市区町村コード発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小根本,20241023,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小山,20240426,10,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小山,20240609,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小山,20240708,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小山,20240801,20,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小山,20240824,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,小山,20240927,12,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20231230,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240110,18,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240109,14,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20231221,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240131,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240216,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240314,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240401,8,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240414,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240413,20,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240430,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240215,11,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240514,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240624,17,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240626,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240628,1,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240703,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240722,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240804,18,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240803,12,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240830,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240915,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20240921,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241015,8,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241028,18,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241103,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241108,8,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241129,18,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241121,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,根本,20241221,0,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,樋野口,20240904,17,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240130,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240307,5,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240320,10,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240616,17,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240609,6,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240809,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20240907,17,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20241010,20,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,本町,20241129,6,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240107,10,一戸建住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20231031,18,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240201,16,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240202,17,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240209,18,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240210,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240211,18,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240218,2,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240223,20,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240219,22,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240414,10,駐車（輪）場,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240408,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240425,10,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240209,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240518,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240517,6,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240303,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240510,10,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240601,15,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240618,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240701,6,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240727,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240814,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240817,7,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240825,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240828,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240919,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240919,18,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240929,12,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240928,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20240912,8,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20241014,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20241124,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20241126,18,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20241214,20,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20241223,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,東松戸２丁目,20240413,17,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,串崎新田,不明,不明,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,串崎新田,20240622,8,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,牧の原,20240515,21,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,牧の原,20240721,17,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,牧の原,20241004,16,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,牧の原２丁目,20240423,12,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,牧の原２丁目,20241002,10,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,松飛台,20240104,19,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,松飛台,20240209,23,一戸建住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,松飛台,20240411,17,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,松飛台,20240505,19,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,松飛台,20240724,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,松飛台,20240807,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,五香西１丁目,20240611,19,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,五香西１丁目,20240911,18,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,松飛台,122076,千葉県,松戸市,五香西３丁目,20240324,0,その他,駐車（輪）場,40歳代,その他,施錠した
