Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Geophysical,Earthquake,Ground movement,CRI,Costa Rica,Latin America and the Caribbean,Americas,9.59,-84.04,1991,
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",ESP,Spain,Southern Europe,Europe,,,1991,
Hydrological,Flood,Riverine flood,AUT,Austria,Western Europe,Europe,,,1991,5
Hydrological,Flood,Riverine flood,DFR,Germany Federal Republic,Western Europe,Europe,,,1991,5
Meteorological,Storm,Tornado,SUN,Soviet Union,Eastern Europe,Europe,,,1991,41
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,,,1991,38
Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,,,1991,27
Hydrological,Mass movement (wet),Avalanche (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1991,10
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,Asia,,,1991,121
Hydrological,Flood,Coastal flood,IND,India,Southern Asia,Asia,,,1991,30
Hydrological,Flood,Flash flood,JOR,Jordan,Western Asia,Asia,,,1991,8
Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,,,1991,36
Meteorological,Storm,Severe weather,MNG,Mongolia,Eastern Asia,Asia,,,1991,6
Biological,Epidemic,Viral disease,NGA,Nigeria,Sub-Saharan Africa,Africa,,,1991,400
Biological,Epidemic,Infectious disease (General),BGD,Bangladesh,Southern Asia,Asia,,,1991,1700
Meteorological,Storm,Tropical cyclone,WSM,Samoa,Polynesia,Oceania,,,1991,13
Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,30.78,78.774,1991,1500
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1991,125
Hydrological,Flood,Coastal flood,PHL,Philippines,South-eastern Asia,Asia,,,1991,10
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1991,65
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1991,5956
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1991,11
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,Asia,,,1991,72
Biological,Infestation,Infestation (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1991,
Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,3.554,-77.442,1991,2
Biological,Epidemic,Bacterial disease,SLV,El Salvador,Latin America and the Caribbean,Americas,,,1991,155
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,45.5,21.3,1991,
Meteorological,Storm,Storm (General),MEX,Mexico,Latin America and the Caribbean,Americas,,,1991,13
Biological,Epidemic,Bacterial disease,PAN,Panama,Latin America and the Caribbean,Americas,,,1991,43
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1991,17
Biological,Epidemic,Bacterial disease,CAN,Canada,Northern America,Americas,,,1991,18
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,1.36,124.79,1991,
Climatological,Wildfire,Forest fire,IDN,Indonesia,South-eastern Asia,Asia,,,1991,57
Biological,Epidemic,Bacterial disease,KEN,Kenya,Sub-Saharan Africa,Africa,,,1991,26
Biological,Epidemic,Bacterial disease,CIV,Côte d’Ivoire,Sub-Saharan Africa,Africa,,,1991,16
Meteorological,Storm,Sand/Dust storm,USA,United States of America,Northern America,Americas,,,1991,15
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1991,2
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,1991,2
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,1991,26
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1991,60
Meteorological,Extreme temperature,Cold wave,BGD,Bangladesh,Southern Asia,Asia,,,1991,182
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1991,22
Meteorological,Storm,Storm (General),VNM,Viet Nam,South-eastern Asia,Asia,,,1991,251
Hydrological,Flood,Flood (General),MEX,Mexico,Latin America and the Caribbean,Americas,,,1991,
Meteorological,Storm,Tropical cyclone,MHL,Marshall Islands,Micronesia,Oceania,,,1991,
Biological,Epidemic,Bacterial disease,GHA,Ghana,Sub-Saharan Africa,Africa,,,1991,20
Hydrological,Mass movement (wet),Landslide (wet),BRA,Brazil,Latin America and the Caribbean,Americas,,,1991,24
Climatological,Wildfire,Forest fire,NIC,Nicaragua,Latin America and the Caribbean,Americas,,,1991,
Meteorological,Extreme temperature,Cold wave,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1991,
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,Asia,,,1991,50
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Extreme temperature,Cold wave,FRA,France,Western Europe,Europe,,,1991,
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,Asia,37.457,68.273,1991,24
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,37.457,68.273,1991,1
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,33
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1991,99
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,1991,97
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Hail,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1991,47
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1991,33
Meteorological,Storm,Lightning/Thunderstorms,AUT,Austria,Western Europe,Europe,,,1991,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1991,4
Hydrological,Flood,Riverine flood,SUN,Soviet Union,Eastern Europe,Europe,,,1991,2
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1991,9
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1991,
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1991,524
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,,,1991,16
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1991,88
Hydrological,Flood,Coastal flood,PHL,Philippines,South-eastern Asia,Asia,,,1991,50
Meteorological,Storm,Hail,CAN,Canada,Northern America,Americas,,,1991,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1991,6
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1991,18
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,,,1991,136
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1991,66
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,,,1991,23
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1991,28
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1991,2
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1991,
Meteorological,Storm,Storm (General),TUR,Türkiye,Western Asia,Asia,,,1991,1
Meteorological,Storm,Storm (General),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1991,22
Meteorological,Storm,Storm (General),JOR,Jordan,Western Asia,Asia,,,1991,2
Meteorological,Storm,Storm (General),ISR,Israel,Western Asia,Asia,,,1991,5
Biological,Epidemic,Bacterial disease,IDN,Indonesia,South-eastern Asia,Asia,,,1991,48
Biological,Epidemic,Viral disease,IDN,Indonesia,South-eastern Asia,Asia,,,1991,41
Biological,Epidemic,Infectious disease (General),NPL,Nepal,Southern Asia,Asia,,,1991,1334
Biological,Epidemic,Bacterial disease,GTM,Guatemala,Latin America and the Caribbean,Americas,,,1991,180
Biological,Epidemic,Bacterial disease,IDN,Indonesia,South-eastern Asia,Asia,,,1991,35
Biological,Epidemic,Bacterial disease,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1991,290
Geophysical,Earthquake,Ground movement,YEM,Yemen,Western Asia,Asia,13.887,44.068,1991,10
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1991,
Biological,Epidemic,Bacterial disease,IND,India,Southern Asia,Asia,,,1991,185
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,1991,15
Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,Asia,,,1991,
Biological,Epidemic,Bacterial disease,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1991,329
Biological,Epidemic,Bacterial disease,NIC,Nicaragua,Latin America and the Caribbean,Americas,,,1991,2
Biological,Epidemic,Bacterial disease,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,1991,18
Meteorological,Storm,Storm (General),AUS,Australia,Australia and New Zealand,Oceania,,,1991,
Meteorological,Storm,Storm (General),LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,1991,
Hydrological,Flood,Flood (General),NPL,Nepal,Southern Asia,Asia,,,1991,51
Meteorological,Storm,Storm (General),NPL,Nepal,Southern Asia,Asia,,,1991,6
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,,,1991,10
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,,,1991,1
Meteorological,Storm,Tropical cyclone,THA,Thailand,South-eastern Asia,Asia,,,1991,38
Meteorological,Storm,Storm (General),VNM,Viet Nam,South-eastern Asia,Asia,,,1991,8
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,1991,21
Hydrological,Flood,Flash flood,TUR,Türkiye,Western Asia,Asia,,,1991,42
Climatological,Wildfire,Forest fire,PRT,Portugal,Southern Europe,Europe,,,1991,
Geophysical,Volcanic activity,Ash fall,ITA,Italy,Southern Europe,Europe,37.734,15.004,1991,
Hydrological,Flood,Riverine flood,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,1991,
Meteorological,Storm,Storm (General),MRT,Mauritania,Sub-Saharan Africa,Africa,,,1991,4
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1991,
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,,,1991,200
Geophysical,Volcanic activity,Ash fall,ARG,Argentina,Latin America and the Caribbean,Americas,-45.54,-72.58,1991,
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1991,84
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1991,106
Biological,Epidemic,Bacterial disease,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1991,284
Biological,Epidemic,Bacterial disease,RWA,Rwanda,Sub-Saharan Africa,Africa,,,1991,32
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,,,1991,24
Biological,Epidemic,Viral disease,MYS,Malaysia,South-eastern Asia,Asia,,,1991,263
Geophysical,Earthquake,Ground movement,CRI,Costa Rica,Latin America and the Caribbean,Americas,9.542,-82.418,1991,
Geophysical,Earthquake,Ground movement,PAN,Panama,Latin America and the Caribbean,Americas,9.542,-82.418,1991,
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,44.888,22.407,1991,
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,Asia,,,1991,39
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1991,15
Climatological,Drought,Drought,CHL,Chile,Latin America and the Caribbean,Americas,,,1991,
Climatological,Drought,Drought,CYP,Cyprus,Western Asia,Asia,,,1991,
Climatological,Drought,Drought,THA,Thailand,South-eastern Asia,Asia,,,1991,
Climatological,Drought,Drought,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,1991,
Climatological,Drought,Drought,KEN,Kenya,Sub-Saharan Africa,Africa,,,1991,
Climatological,Drought,Drought,CHN,China,Eastern Asia,Asia,,,1991,2000
Climatological,Drought,Drought,FRA,France,Western Europe,Europe,,,1991,
Climatological,Drought,Drought,MLI,Mali,Sub-Saharan Africa,Africa,,,1991,
Climatological,Drought,Drought,USA,United States of America,Northern America,Americas,,,1991,
Climatological,Drought,Drought,USA,United States of America,Northern America,Americas,,,1991,
Climatological,Drought,Drought,SDN,Sudan,Northern Africa,Africa,,,1991,
Climatological,Drought,Drought,AUS,Australia,Australia and New Zealand,Oceania,,,1991,
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,1992,2
Hydrological,Flood,Riverine flood,PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,1992,18
Meteorological,Storm,Blizzard/Winter storm,LBN,Lebanon,Western Asia,Asia,,,1992,25
Geophysical,Mass movement (dry),Avalanche (dry),TUR,Türkiye,Western Asia,Asia,,,1992,261
Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,,,1992,21
Geophysical,Earthquake,Ground movement,DZA,Algeria,Northern Africa,Africa,36.5,3,1992,
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,1992,41
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,1992,25
Hydrological,Flood,Flash flood,ARG,Argentina,Latin America and the Caribbean,Americas,,,1992,45
Hydrological,Flood,Riverine flood,CUB,Cuba,Latin America and the Caribbean,Americas,,,1992,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.71,39.605,1992,653
Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1992,4
Hydrological,Flood,Riverine flood,ECU,Ecuador,Latin America and the Caribbean,Americas,,,1992,22
Geophysical,Volcanic activity,Ash fall,NIC,Nicaragua,Latin America and the Caribbean,Americas,12.5,-86.7,1992,1
Meteorological,Extreme temperature,Cold wave,ISR,Israel,Western Asia,Asia,,,1992,
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,Asia,14,121,1992,
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1992,248
Biological,Epidemic,Bacterial disease,ARG,Argentina,Latin America and the Caribbean,Americas,,,1992,67
Hydrological,Mass movement (wet),Mudslide,BRA,Brazil,Latin America and the Caribbean,Americas,,,1992,30
Biological,Epidemic,Parasitic disease,KHM,Cambodia,South-eastern Asia,Asia,,,1992,
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,1992,
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,Asia,,,1992,60
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,29.3,66.7,1992,4
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,Asia,,,1992,112
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,1992,14
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,,,1992,1334
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,Asia,,,1992,450
Geophysical,Earthquake,Ground movement,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,-6.087,26.651,1992,9
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1992,4
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1992,44
Geophysical,Earthquake,Ground movement,CUB,Cuba,Latin America and the Caribbean,Americas,19.9,-77.5,1992,
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1992,63
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1992,
Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,,,1992,
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,1992,29
Hydrological,Flood,Flood (General),PRY,Paraguay,Latin America and the Caribbean,Americas,,,1992,
Meteorological,Storm,Tornado,PAN,Panama,Latin America and the Caribbean,Americas,,,1992,12
Geophysical,Earthquake,Ground movement,NIC,Nicaragua,Latin America and the Caribbean,Americas,11.742,-87.34,1992,179
Hydrological,Flood,Riverine flood,URY,Uruguay,Latin America and the Caribbean,Americas,,,1992,
Geophysical,Earthquake,Ground movement,KGZ,Kyrgyzstan,Central Asia,Asia,42.142,73.575,1992,54
Geophysical,Earthquake,Ground movement,KGZ,Kyrgyzstan,Central Asia,Asia,42.01,74.01,1992,4
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1992,500
Biological,Epidemic,Bacterial disease,CAN,Canada,Northern America,Americas,,,1992,17
Biological,Epidemic,Bacterial disease,SLV,El Salvador,Latin America and the Caribbean,Americas,,,1992,
Geophysical,Earthquake,Ground movement,BEL,Belgium,Western Europe,Europe,51.153,5.798,1992,
Geophysical,Earthquake,Ground movement,DEU,Germany,Western Europe,Europe,51.153,5.798,1992,1
Geophysical,Earthquake,Ground movement,NLD,Netherlands (Kingdom of the),Western Europe,Europe,51.153,5.798,1992,
